84,110.1
151.3,140
100.4,123.2
228.7,111.7
209.3,100.9
298.5,94.7
394,90.9
500.9,87.1
460.7,90.1
573.4,86.3
686.4,95.2
835.3,93.8
777.3,96
738.3,92.6
757.8,87.4
726.7,86.6
783.7,95
839.3,104.3
909,102.6
989.9,107.1
149.8,159
72.7,165.7
212.8,154.7
302.6,146.2
261.4,159.4
315,153.5
405.5,148.5
378.4,147.6
541.3,147.4
483.6,149.7
666.9,152.2
626,152.6
591.9,157.4
567.7,157.6
693.6,153.9
761.3,158.9
858.3,174
835.6,177.6
813.5,176
931.7,182.1
985.6,184.2
1012.3,184.4
161.7,203.8
87.8,210.9
298.9,200.1
579.4,206.1
530.1,202.7
622,204.8
668.4,216.4
748.7,229.4
908.1,253.1
849.2,252.1
892.2,263.3
963.5,255.2
212.9,277.7
161.4,285.3
270.7,297.4
335.6,287.1
450.6,283.1
388.7,291.1
465.9,285.2
584.1,291.9
677.5,310.2
789.9,310.4
909.2,305.7
885.2,302.7
951.6,313.6
123.6,342.1
62.5,352.6
121.6,348.9
275.1,347.9
485.7,341.9
454.5,333.7
609.6,333.7
563.8,334.4
570.3,338.1
529.8,353.6
597.3,343.1
748.4,363.7
664.1,344.7
713,351
914.4,358.8
953.4,358.7
949.2,351.6
186.1,335.5
63.1,356.5
17.1,351.5
125.1,351.9
346.9,349
264.5,347.1
389.5,353.2
306.7,348.9
215.9,347.2
257.8,353.5
297.4,359.7
250.2,353.7
47.8,409.2
118.2,411.1
236.3,400.8
212.4,397.2
360.9,408.4
328.8,410.4
426.7,412.4
512.7,420.6
600,435.8
749.6,457.2
863.1,466.5
944.6,474.8
71.5,471
27.2,475.4
117.1,466.9
5.9,472.9
100.4,466.8
55.5,479
127.2,477.1
246.1,478
219.8,477.3
328.9,475.6
540.8,481
436.5,466.2
606.8,480.4
698.1,496
781.4,506.1
886.8,512.6
803.9,505.6
939.8,526.2
964.9,525.9
40.1,540.3
133.2,517.2
192.6,515.5
151.5,523.5
270.2,526.2
302.1,529.3
550.2,536
481.4,529.1
394.7,525.8
538,525.6
744.9,550.7
855.7,558
831.8,554.3
934.9,568
977.9,568.9
65.4,622
6.5,637.3
6.9,635.1
202.4,627.4
130.8,642.4
366.2,599.8
285.1,621.2
524.6,577.8
468.2,605.7
434.9,596.9
548.2,589.4
623,589.2
436.8,582.7
557.4,578.8
513.9,586.6
575.7,589.2
743.9,605.9
692.4,597.2
899.6,609.6
802.1,604
766.5,598.5
942.6,613
657.5,159
482.6,130.3
453.7,104.1
768.4,89.2
700.9,97.5
254.9,162.1
124.9,227.9
94.2,219.2
293,204.8
236.3,199.7
328.9,195
230.8,200.1
177.4,225
351.9,214.7
401.7,218.9
568.9,221.8
521.6,217.5
806.7,236.8
736.4,226.7
848,224.3
940.1,225.2
110.2,244.1
197.3,266.6
185.2,288.8
300.6,174.3
88.9,139.5
109.4,136.7
167.1,140.3
43.6,143.5
70.7,142.4
185.7,146.9
149.4,149
222.9,155.6
202.7,153.8
281.6,151.5
395.1,145
372,152.4
422.9,151.9
431.7,155.1
470.4,158.8
524.7,166
399.8,160.3
457.2,165.6
558.9,171.7
659.3,167.3
618.1,180
676.1,185
720.9,175.1
681.5,159.3
722,158.4
741.2,156.2
772.3,169.7
811.9,167.7
829.8,163.6
743.8,165
707.4,170.8
733.4,171.2
775.3,170.7
822.2,161.4
867.3,149.7
812.3,157.6
618.2,159.5
664.6,166.2
725.5,177.6
656,178
680.6,156.9
610.9,166.1
553,168.4
510.7,166.4
644.8,167.3
703.2,165.8
745.8,163.7
793.9,163.9
730.9,172.5
912.2,173
950.4,176.2
928.9,177.7
42.6,212.4
72,210.2
171.7,231.9
148.5,232.6
193.3,230.3
255.9,231.8
218.6,225.7
301,218.5
421.5,224.3
390.1,226.4
443.9,219.2
518.8,221.7
499.7,227.1
593,229.7
629.5,234
661.6,234.4
708.2,231.3
761.3,217.4
747,228.8
771.3,226.9
833.7,227
872.8,223.6
942.4,213.2
967.2,203.9
113.8,277.9
39.8,282.4
117.3,275.3
108,264
179.3,273.3
152.9,281.6
240.1,271.3
190.9,271.3
161,270.5
231.8,273.7
281.7,267.3
331.6,268.7
313.1,264.6
362.4,269.6
242.2,273.6
252.4,243.7
295.4,275.1
202.6,270.6
320.4,275.7
305.5,276.4
350.8,276.3
412.8,273.6
350.2,271.2
87,264.5
37.2,257.1
94.5,249
358.4,235.8
451.3,265
465.7,270.2
239,273.1
312.9,261.9
384.5,265.6
336.3,258.9
378.9,269.4
608.2,263.4
941.2,238.3
979.3,227.7
439.8,286.8
518.2,282.9
562.5,293.1
553.9,291.5
624.1,286.2
597.3,285.9
684.8,278.6
648.5,286.8
778.3,281
740.7,288.4
876.7,271.8
851.9,274.9
930.7,267
958.8,271.5
81,321.7
48.9,336.1
71.9,304.5
69.6,334.1
129.3,341.7
184.3,340.2
214.4,338.9
290.6,326.9
404.5,319.5
374.8,325.3
444,322.7
520.6,324.1
574.6,321.4
704.7,341.1
666.8,346.8
774.4,341
830.2,330.1
871,320
949.9,314.2
986.3,323.1
98,381.8
54.9,386.1
97,371.6
145.6,367.2
193.7,359.4
186.5,341.4
151.7,357.4
166.3,363.4
271.5,375.1
368.3,369.2
417.8,362.5
503.8,370.1
560.7,380.3
606.8,400.4
640,400.5
422.4,387.3
458.9,381.7
624.2,382.7
646.2,382
584.8,379.2
742.8,375
730,375.7
820.4,371.1
