441.3,171.8
110,86.3
74.8,71.9
48.7,77.9
17.3,77.2
174,75.7
126.6,71.6
40.9,75
89.7,73
417.5,64.2
311.4,78.7
590.4,84.1
771.9,98.1
618.9,97.6
689.7,104.6
613.9,95.1
667.6,96.8
507.7,84.8
584.5,83.2
629.1,59.3
715,75.1
759,80.7
689.1,83.1
903.2,63
43.1,149.1
289.2,124.6
472.4,132.2
468.1,84.3
617.8,130.5
557.1,138
797.4,129
746.1,142
645.6,152.7
272.5,171.2
7.8,188.3
116.8,178.3
245.1,182.2
309.6,99
177.6,185.7
558,193.7
449.5,180.6
43.7,194
102.3,192.9
149.1,199.9
207.8,143.4
160.7,120.4
163.6,178.8
532,182.3
434,185.8
687.1,207.2
881.1,205.4
84.8,232.4
219,256.8
142,250
248,260.5
342.1,222.8
512.6,250
470.8,255.3
791.8,240.1
909.9,265
8.5,278.1
88.6,285
321.4,306.9
458.3,276.9
605.1,288.2
786.5,313
936.3,326.6
70.2,296.8
39.7,312.3
233,358.5
51.9,344.9
141,280.1
162.3,309.1
366.8,352.6
289.6,357
419.1,363.3
99.8,366.3
236.7,374.8
544.2,379.8
712.5,369.9
846.2,373.2
642.3,450.2
842.1,477.7
587.3,468
695.5,467.9
643.7,370.8
628.2,446
748.4,487.4
793,492.6
328.7,492
474.9,491.5
836.2,478.5
921.7,478.6
187.4,567.3
483.6,576.9
837.1,516.9
948.3,462.8
75.9,532.3
273.7,537
524.5,534.9
812.4,471.3
199.5,547.2
48.1,549.7
52.4,567.9
326.3,615
97.5,601.8
240.2,614.3
495.8,628.9
394.4,621.1
542,621.6
590.9,599.8
41.4,83.5
159.2,72.1
246.5,100
473,113.7
145.5,82
184.3,91.7
258.9,116
401.2,116.3
517.4,110.6
627.7,108.9
780.8,95.4
842.2,86.8
933.5,63.5
153.6,135.7
266.9,159
447.3,166.6
579,169.7
847.4,149.6
612.7,163.5
547.6,168.9
902.4,118
826.2,163.8
167.9,226.7
33.4,203.3
129.4,209.6
88.9,209.5
306.3,210.2
258.1,212.1
224.6,215.8
487.7,242.6
594.3,230
736.8,216.4
822.7,200.9
904.8,196.3
80.3,270.2
45.9,281.8
255.3,259.7
394,280.5
362.4,274.9
564.5,293.1
798,279.7
892.8,269.4
98.6,345.3
80.1,321.9
514.7,421.1
568.1,402.9
496.1,391.6
556.9,403.6
641.8,409.7
534.1,400.8
568.2,413.3
655.6,410.6
741.5,402
702.4,402.9
820.5,391.8
845.6,398.9
914.3,386.3
934.8,377.3
97.1,410.8
12.5,431.8
100.2,435.4
184.1,442.9
321.8,443.7
439.3,447.7
394.1,443.7
552.1,453.5
733.5,466.5
850.6,511.3
918.8,514.7
855.1,585.5
759.3,591.4
390.6,559
476.2,552.1
562.3,557.2
613.8,561.2
677.2,567.5
920.1,577.2
47.7,588
146.7,608.9
115.6,613.5
308.1,601.8
433.8,599.3
530.2,599
557.2,600.2
575.7,600.9
447.9,597.6
222.9,599
279.9,598.7
331.3,594.2
399.3,597.5
441.5,598.5
481.8,612
535.5,608.6
290.6,408.3
241.7,435.1
97.2,440.5
95.7,437
335.6,440
390,439.9
729.9,130.4
165.8,82
127.6,96.5
100.6,88.6
160.2,95.9
216,101.5
183.6,125.9
223.2,137.8
204.6,108.3
189,125.9
268.9,112.5
335.9,109.8
349.7,105
326.5,113.1
359.4,119.5
440.2,135.3
437.5,123.7
428.1,107.6
466.5,111.4
475.6,101.8
536.7,97.9
577.2,96.3
673.5,110.3
628.2,107
704.4,119.8
750.4,122.8
807.7,113.5
860.3,144
783.9,126.2
874.7,127.2
845.1,128.5
980.5,120.6
