292.2,192.1
142.8,179.4
134.7,132.7
155.5,106.1
756.7,155.2
625.3,116.3
830.8,228.7
879.2,212.2
827.1,210.1
847.7,344.8
848,329.3
915.5,335.7
881.4,342.3
132.8,238.4
209.4,218.9
246.1,213.7
340.4,206.8
390,211.6
500.1,226.5
574.6,235.3
758.9,230.5
840.4,236.4
108.5,372.8
185.4,394.2
276.8,394.1
333.7,390.6
418.9,380.3
511.9,388.3
600.4,394.4
729.9,404.1
934.5,398.2
968,403.4
810.1,408.8
44.5,456.1
177.5,455
330.9,444.8
452.9,442.3
373,445.3
749.5,430.9
918.9,427.6
881.1,446.3
945.7,445.3
828.4,438.9
808.2,405.8
893.5,435.4
884.6,438.8
939,436.5
977.7,436.4
46.8,503.5
101.5,513.6
64.8,510.7
46,515.3
126.1,523.2
181.1,536.1
244.9,546.2
172.8,545.3
65.4,524.2
536.8,288.5
464.8,343.7
184.6,329.9
101.6,342.6
146.5,373.5
212.6,380.3
338.1,369.1
62.5,355.4
119.9,359.3
193.3,373.6
146.4,143.9
132,113.7
211,115.1
32.8,112
122,200.3
212.8,357.6
457.2,348.7
573.9,346
566.7,102.8
604.6,117.9
463.3,123
348.7,461.3
173,485.5
124.3,455.9
110.4,513.8
168.8,508.8
118.9,565.9
56,490.8
829.5,409.7
810.7,456.6
900.8,452.3
868.1,451.8
938.8,428.6
966.9,394.9
77.5,492.6
163.7,508.1
242.5,525.7
294.7,525.5
367.8,532.1
436.9,528.2
475.3,511.7
522,497.6
624.6,509.5
665.4,510
160.2,602.9
236,601.5
140.2,606.9
346,587.5
418.2,573.2
291.6,584.2
550.3,554
658.8,561.8
818.9,559.1
141.5,165.9
81.3,148.7
71.2,119
125.8,123.7
182,127.4
245.9,143.4
304.3,150.9
359.5,154.5
429.4,152.4
485,148.5
583.6,147.1
557.7,141.6
649.4,137.7
739.3,116.9
796.3,109.1
880.9,109.5
930.9,115.7
53.7,177
151.6,190.7
232.3,200
323.1,208.2
398.9,213.2
486.2,197.6
576.9,182.8
654.9,183.2
718.8,181.3
787.2,181.7
837.7,188.9
898.7,194.6
929.8,193.4
110.2,277.2
73,272.2
162.9,271.9
238.1,262
332.5,252.7
406.9,268
478.8,250.9
546.9,252.4
591.1,240.6
657.3,244.9
724.1,241.4
811.3,241.1
891.2,248.4
65,335.1
61.6,332.1
164.7,323.2
57.3,394.3
136.5,387.5
99.4,392.9
296.1,384.1
362.1,383.6
459.4,375.3
541.2,376.8
616,365.2
668,362.7
734.1,363.5
824.2,362.6
891.6,368.5
927.2,365.8
27.5,452.3
67.7,434.8
115.7,442.6
189.2,441.5
227.8,448.5
176.3,446.6
225.4,446.6
270.2,441.3
359.3,431.2
340.1,426
418.2,428.6
395.2,427.1
470.5,421.5
444.7,416.5
514.2,412.4
565.2,407
648.3,405.8
700.7,401
647,406.3
633.5,400.9
703.9,404.4
760.5,399.4
838,408.7
906,420.9
78.6,472.9
45.8,494.7
103.7,490.6
181.3,495.1
167.8,502.3
225.2,496.9
263.4,493.3
307.8,490.5
370.1,497.7
467.3,491.1
503,487.3
432.3,479.4
492.8,477
564.3,477.4
654.1,471.8
637.5,473.5
689.8,468.8
803.6,471.9
764,455.8
841.3,460.6
861.9,466.2
811.5,461.5
889.9,470.5
919.5,481
56.1,566.6
45.8,551
77.6,542.8
129.2,537.6
194.3,536.3
272.1,523
303.8,521.8
337,511.2
380.2,511.1
423.6,517
451,520.1
401.9,531.7
452.8,532.7
412.8,530.5
478.3,514.8
535.4,507.2
581.3,501.7
425.5,508.1
493.9,504.6
545.9,500.4
586.2,496.9
627.5,498.2
55,568.4
114.2,567.9
170.2,570.5
246.9,571.2
330.6,571.9
395.2,567.2
456.5,568.8
435,574.6
553.3,575.4
518.8,582.7
603.7,578.8
622.6,577.6
546.1,572.6
719.4,580.1
691,574.1
776.5,577.8
745.2,579.6
789.6,584.9
867.5,581.6
946.8,584.8
70.5,625.6
12.1,630.5
115.7,624.3
199.6,625.7
300.8,623.1
407.2,620.7
582.4,619.6
653.9,617.4
704.4,617.1
788.5,624.9
812.4,633.4
783,628.9
897.3,632.8
937,636.7
35,679.4
35.4,681.6
756.3,626.3
603.5,617
674.8,614.2
345.4,626.7
388.9,622.2
211,188.1
139,164.2
119.5,142
55.4,151.4
145.6,153.4
206.8,148.8
582.7,167.2
272,482.4
381.1,428.7
628.8,412.3
730.7,402.5
897.2,403.2
100.8,476.6
184.5,472.5
167,542.4
76.7,585.2
202.2,575.1
290.7,572.9
398,556.1
569.2,559.5
660.5,561.2
860.4,559.9
208.9,620.8
118.7,490.7
163.1,468.9
244.2,470.2
637.5,467.8
808.2,455.7
913.5,454.3
128.6,515.7
886.6,457.1
853.6,466.8
915.5,459.8
59.8,527.8
122.7,518.9
58.9,522.1
118.6,516.2
161.1,512.5
219.4,508
98.3,520.8
137.1,514.4
432.5,506.3
522,512.1
585.7,517.1
110,532.9
241.7,203.1
108.2,141.7
134,142.3
261.9,147.6
503.3,125.7
606.2,129.1
793.6,115.5
890.6,101.7
951.1,93.8
167.1,202.2
278,229.5
410.5,223.1
528,223.9
691.5,221
797.2,217.5
896.6,206.4
939,194.8
141.8,276.9
296.7,323.4
397,341.5
586.2,332.2
680.8,326
827.8,322.5
946.2,330.5
130,374.7
277,386.1
538.1,393.7
855.2,373.9
449.2,448.8
187.4,428.7
717.1,441.5
842.5,435.8
899.9,441.5
956.1,450
143.4,453.9
70.6,491.5
56.1,513.9
99.6,521.7
137.4,518.9
193.5,519.1
237.8,524.2
319.6,449.8
65.1,109.3
138.8,106.1
109.8,111.1
53.1,111.9
125.5,100.8
197.3,99.2
254.4,101.4
353.7,106.4
442.7,113.2
534.5,115.8
661.1,119.7
771.6,127.3
870.4,136.4
987.5,145.7
111.1,162.7
141.8,161.2
276.9,156.5
424.4,157.8
369.2,155
463.8,157.3
556.9,164.3
640.5,165.2
740.9,167.2
855.2,180.7
846.6,174.2
953.1,183.7
1006.2,193.8
89.4,224.1
198.7,213.6
227.2,207.7
297,210
238.4,215.8
415.3,210.1
569.7,205.5
719.9,213.9
811.6,227.1
906.9,242.7
994.1,253
159.7,345.5
185.8,337.3
348.6,315.6
428.2,320.4
543.3,319
650.5,320.3
737.5,326.4
814.6,324.2
851.8,337.9
903.5,350.8
980,350.6
86.9,390.3
229.5,383.6
207.5,384.4
331.4,384.7
482.3,381.5
631.2,384.2
783.5,398.8
844.1,406.5
940,412.9
991.1,415.9
43.2,470.6
159.3,447.6
310,435
583.9,438.9
722,442.5
926.5,461.2
1014.7,459.6
68.4,504.8
209.5,500.6
294.1,488
130,505.5
221.1,492.9
174.9,503.1
916.4,444.7
865,433.9
949.9,447.5
